Review ID,Username,Rating,Review Text,Date
e4d8fe13-efbe-4ad4-9dfd-2fd6ea38d13b,Febian Messi vanfaoky,5,"transaksi cepat dan aman, fitur lengkap bagus dan modern mudah digunakan juga, kalo gak mau ribet mending pakai aplikasi ini aja",2025-09-07 02:04:27
15cdc306-2285-4fda-a07f-4f29c0e4d2f3,Yeti Cabi,5,"bagus registrasi jakone mobile mudah bgt, tampilan simple mudah digunakan fitur2nya mudah dipahami gk ngelag, jg transaksi apa aja pasti aman dijakone mobile",2025-09-07 00:46:04
f4080712-05ea-4d1e-a031-208b1761d4f8,rita,5,"gokil registrasi ny super duper mudah, terus juga nyaman, aman, dan sangat mempermudah si yang pasti, fitur fitur ny lengkap, dan yang pasti proses ny cepet si ga ngelag sama sekali, pokonya rekomen banget dehh😍🙌🏻",2025-09-06 18:21:17
4ee6d224-043c-4520-b57c-a600cac06c33,Enggar Purbandari,5,Membantu banget buat proses transaksi. Tampilannya juga mudah dimengerti👍,2025-09-06 15:40:54
3d11c08a-8ccb-4ebb-a562-b5c6c567d83f,rin ririn,5,"aplikasinya bagus dan berguna banget, karena selain untuk mobile cash, bisa juga buat berbagai pembayaran misalnya saya bisa bayar tagihan listrik disini dengan mudah",2025-09-06 15:23:02
a814900d-c87f-46ea-a802-5c869a25b937,Ahmad Ghazali,5,tampilan aplikasi modern,2025-09-06 13:53:06
7e9a5a90-42bf-4725-9536-0834622e1488,Lily Girl,5,"baru punya rekening dan coba aktivasi + registrasi sendiri dengan lancar dan fiturnya juga user friendly, menurut saya oke² aja sih",2025-09-06 13:42:01
f20ea1f9-f44c-4c4d-82f8-aa6e5f6e6aa9,Wulan Ramadhanti,5,"Transaksi sekarang lebih mudah buat saya, nggak ribet sama sekali.",2025-09-06 12:14:53
beb6105b-673d-4436-9309-ec309b9d9470,Syifa Warahma,5,"ih sumpahh, registrasi nya mudah banget simple. trus juga penjelasan sebelum regist nya ngga berbobot banget, singkat tapi jelas gitu, aku nyoba transaksi kann gila sat set buangeeet. fitur utama nya juga lengkap parahh",2025-09-06 11:55:46
dd96646e-4be7-4901-86a0-3830e54b82bf,Khilma Rohman,5,transaksi menggunakan jakone mobil sangat mudah dan aman,2025-09-06 10:45:19
f1653bfc-4a40-4a70-a103-d9cbc8603de9,Widi Pratama,1,ini bagaimana solusinya sy tf ke dana dua kali yg satu berhasil yg satu tk berhasil tapi uang sy berkurang,2025-09-06 10:42:31
f076adbf-4a9c-431e-ac9d-fa5027c7914b,Muhammad Zulfikar,2,"kenapa saya sudah mempunyai rekening terdaftar malah disuruh memasukan data diri lagi, tolong kenapa susah sekali untuk mendaftar jakone mobile?",2025-09-06 10:00:45
fa8661c9-5a98-4f02-bc1a-90a319532776,dian pangestu,5,"Saya coba registrasi JakOne Mobile dan ternyata sangat mudah serta cepat, proses aktivasi akun JakOne juga lancar tanpa hambatan. Aplikasi ini punya tampilan modern dengan menu yang jelas. Fitur utama mobile banking lengkap, mulai dari bayar tagihan hingga isi pulsa.",2025-09-06 09:37:52
10cfcda2-1053-41da-be40-6544bd2c1d2a,Sindu realme,5,"Baru nyoba aplikasi ini mudah banget ternyata buat transaksi bank,bayar pajak,kuota,listrik,pulsa dll lancar banget",2025-09-06 09:22:03
7497996d-6faa-496c-bd96-f69f8b37c16f,Ashiilah Tsabita Izza,5,"tampilannya mudah dimengerti, baguss bgtt. transaksinya jugaa cepet dan mudah banget",2025-09-06 08:45:20
dba83296-ec4f-4912-8eaf-678744a09c7e,Zainfannan Amsyar,1,bener bener aplikasi gak berguna cuma Jak one. pulsa gw Ampe abis buat SMS otp masuk ikutin langkah. sudah punya rekening . ujung ujungnya disuruh ke bank. gak danta jir aplikasinya potongan doang gede. gak sesuai. coba lagi Ampe kiamat KLO kalian belum perbaiki aplikasinya percuma. kalo balas pakai otak juga lah.. orang keluhan. bukan diperbaiki malah suruh coba. abis lagi kan pulsa gw,2025-09-06 08:41:42
48a46fb8-68f3-4a22-bab1-059e57af6367,Muhammad Haidar,5,"cepet buat registrasi nya, sejauh ini aman sih bagus",2025-09-06 08:14:20
3e00fc46-6ec6-4027-9bc2-e236e8e1b55c,Ashabul Kahfi,2,saya transfer ke dana uda 48 jam masih proses aja belum juga berhasil.. tolong penjelasannya bank dki.. jangan sampai duit saya tidak balik atau ke transfer ke tujuan,2025-09-06 05:16:40
966d6d31-d5f6-48ab-ade8-b4b06cee9a15,Luna Tasya Kamila 27,5,sangat suka karena mudah sekali untuk melakukan transaksi,2025-09-05 15:26:12
5114b16b-5f43-49c7-8550-b679595a344c,Engkol Sanak,5,aplikasi nya bagus banget pastinya bakal langganan diaplikasi ini,2025-09-05 14:33:15
8ace043c-26fa-45e3-ac0b-03249ca7783f,Aliya 2008 Zakir,5,"abis make aplikasi JakOne Mobile, dan menurut ku puas sih trus dpet pengalaman yg worth it lah ya, Proses registrasi juga gampang, cepet deh. bisa langsung aktivasi akun trus ga ada kendala. klo kliatan aplikasinya si modern/user-friendly, nggak bikin bingung pas pertama kali nyoba.",2025-09-05 14:24:09
580c0896-58ac-4566-93e7-54ca47e2c8d1,Lubnaaa 19,1,login sangat sulit,2025-09-05 13:54:54
5a13308b-5390-4536-bbfd-239206e22e4a,Fawwaz,5,"Registrasi JakOne sangat mudah dan fleksibel, Tampilan aplikasi modern dan keren, dan fitur nya juga lengkap",2025-09-05 12:46:39
3815c0ef-4d5d-437e-873e-950fce45248c,Devira Amelia,5,"rekomend banget karna transaksi disini aman dan praktis aku udah langganan banget kalo transaksi selalu pake apk JakONE, mobile banking praktis sehari hari",2025-09-05 12:45:06
5bbbfd2a-5dac-4023-a82b-e0088a00a06a,kirana,5,"Registrasi JakOne Mobile mudah, aktivasi akun cepat berhasil, dan tampilannya modern. Fitur lengkap mulai dari transfer BI-Fast, QRIS mudah digunakan, hingga Pembayaran Penerimaan Negara (MPN). Transaksi dijamin aman, cara transaksi gampang dan praktis, serta bisa bayar tagihan langsung dari mobile banking. Secara keseluruhan, Bank Jakarta bagus dan aplikasinya oke untuk kebutuhan sehari-hari.",2025-09-05 12:40:09
49197442-2033-48b7-a6a9-1fb69c60d4d4,Farr Farah,5,"Cara transaksinya mudah dipahami, terutama bagi saya sebagai pengguna baru",2025-09-05 08:59:18
72ef46f4-4446-4902-9fc7-d4fa46393cb0,Yunita Ambarwati,5,"Andalan banget, bukan hanya untuk transaksi keuangan atau transfer aja tapi bisa buat keperluan bayar tagihan, atau beli pulsa tinggal klik aja, mudah banget, dan sejauh ini aman",2025-09-05 08:23:35
69e1a1b0-06a7-43dd-93ec-cfdb46242c97,channelnya ndess,5,sangat memudahkan utk para penggunanya .. terimakasih,2025-09-05 08:15:29
5a479fa9-119e-4784-96a6-38f0f86876df,Apriliya Juwita,5,"beli pulsa dan bayar tagihan disini mudah banget dan g pakai ribet ternyata, cukup membantu.",2025-09-05 08:03:30
4b756e5d-04e5-42af-8b53-f61b8797f391,Fadillah Audry,5,awalnya bingung mau download apk apa tetapi setelah di recommended teman coba aplikasi ini ternyata sangat mudah biaya transfer murah bagus menurut saya oke selama pemakaian ini so far aman sih recommend banget,2025-09-05 07:52:06
62bd6359-c797-4ae8-ba07-68a7cadb93fd,Rafka Abkari,1,"Pengalaman terburuk terkait keamanan transaksi nasabah, uang hilang dan mutasi tidak terdeteksi. padahal sebelumnya mutasi ada tapi berapa jam setelahnya mutasi tiba-tiba hilang dan saldo tidak kembali. Teruntuk Gubernur DKI dan Direktur Bank DKI Tolong Audit Internal agar keresahan kami sebagai nasabah menemukan jawaban. Sangat Kurang sekali komitmen keamanan transaksi nasabah. Terimakasih. Tgl Kejadian 04-09-2025 Pukul 19:57:47",2025-09-04 16:49:44
7eeeed87-ce24-43c8-8db1-45503b4583d9,eycuan 888,5,"sbg warga jakarta, coba pakai bank jakarta. atm nya jg sdh byk dmn2, aplikasinya jg keren. goodjob",2025-09-04 13:25:19
3f86c632-7f91-4da8-be23-afa5d7827599,akbar,5,Aplikasi mobile banking yang sangat oke dan sangat memudahkan untuk transaksi sehari hari saya,2025-09-04 13:10:55
151a98a0-4b06-47fb-8d4d-2d7c68275d6e,Alif Alamsyah,1,saya udah ada kartu rekening cuma mau bikin di aplikasi masa gabisa sihh gajelas bngt aplikasinya disuruh bikin password udh bener malah gabisa -77,2025-09-04 12:59:37
4168fa5a-3e6d-447d-97b4-e4c05376a911,Nadia Nursanti,5,Qris JakOne mudah daftar dan mudah digunakan kapan saja dan dimana saja,2025-09-04 12:57:19
b2adb90d-eb77-4af4-92d5-e8f7ef902fe5,Rizal,4,tolong di perbaiki kembali aplikasi ini terutama jika di tgl 1 dan ketika antara 20-25 hanya muter2 saja...,2025-09-04 12:54:09
a1894da4-2400-471f-ab3c-c600361a42c5,Ayu Arnes,5,"aku coba buat transaksi qriss ternyata mudah, cepet juga. fitur nya lumayan lengkat",2025-09-04 12:37:15
d41c2a14-f9d6-4081-9b9b-4e7983bcf71e,nanaola,5,"jujur aku baru coba jakone mobile, karena biasanya di mbanking lain sering ada kendala, buat daftarnya gampang dan cepet banget, banyak fiturnya yang lengkap, bisa transfer bi-fast, bayar tagihan, dan selama aku pake sih aman dan lancar ajaa",2025-09-04 12:31:20
7a64dffe-9626-4725-b9d3-723d936ada12,Rosilawati Natareja,5,Mudah digunakan 👍🏻,2025-09-04 12:30:23
64fa55f5-314f-4b8a-95d8-f646b6148cd1,Anisa Nurfitriani,5,"Sangat membantu untuk pembayaran dan transfer. Semua fitur bisa diakses dengan mudah, tampilannya juga lebih modern. Puas banget pakai aplikasi ini.",2025-09-04 12:20:09
15d17182-3ede-4c64-b281-4b158af6e5b9,Laila Asri,5,"aplikasi bank dengan fitur lengkap, cara daftar nya cepat, praktis dan gampang banget buat transaksi, aman pastinya",2025-09-04 12:18:57
52e74059-57cd-4516-8625-d944f7f9d475,Tasya Tasya,5,"Registrasi gampang banget, aktivasi akun JakOne berhasil tanpa kendala. Tampilan aplikasi modern, fiturnya lengkap untuk kebutuhan sehari-hari. Transaksi aman JakOne Mobile, sudah coba transfer BI-Fast dan prosesnya cepat. Bisa juga buat bayar tagihan dan pembayaran penerimaan negara (MPN) langsung dari aplikasi. QRIS JakOne mudah daftar dan praktis dipakai di banyak tempat. Overall, aplikasi mobile banking oke dari Bank Jakarta bagus.",2025-09-04 12:10:58
46d3e997-822b-4f22-8325-70b8d111de0b,Tazkiyah Azzahra,5,"mudah dipahami cara buka rekeningnya, semoga amaan tanpa kendalA",2025-09-04 12:08:41
617a085d-7c0b-430b-9f49-ebfc959fa320,Nisa Riski,5,"ini buat daftar qris gampang ya, cepet bgt jadinya gak ruwet👌",2025-09-04 12:05:29
8a6607a5-d76f-40d3-8aa4-4489c56743ce,galih muharam,5,sangat mudah untuk registrasi sendiri best banget bank jakarta,2025-09-04 12:03:31
d65316dd-ac89-4072-a2fc-028346e9ce12,Ajeng Khoerunnisa,5,keren sih bisa bayar air listrik via jakone mobile sat set ga ribet,2025-09-04 11:56:00
d91bfde4-f078-4676-b298-12dfdafb9c8d,Lizar Hikmatul,1,aplikasi perbankan tapi kegunaan buat cek saldo doang.,2025-09-04 06:28:50
416bbf89-1e24-4c14-89dc-9a874974e753,Abdur Rosid,1,mbanking aneh buffering terus kocak,2025-09-04 05:55:46
bfca10b8-d661-4b85-8101-6943b9baa656,Nur 26ihsan,1,"top up D*n* gamasuk , duitnya nyangkut parah , dicek mutasi ga ada transaksi nya , gmna ini uang saya... parah sistem nya",2025-09-03 16:43:32
041f16e0-1f70-48e9-83c4-b2442bbf1da8,Koyuki Kodachi,5,Registrasi nya cukup mudah dan setelah Aktivasi akun berhasil baru nyoba aplikasi JakOne Mobile hari ini. Aplikasi nya cukup simple dan penggunaan cara transaksi gampang dan praktis. Menurut saya pribadi app JakOne Mobile tergolong Aplikasi mobile banking yang cukup oke dengan tampilan aplikasi yang cukup modern dan sudah support QRIS juga. Transaksi aman dan transfer antar bank juga cepat.,2025-09-03 11:37:44
3f5425e8-304a-49be-82db-0b345bccab59,F4UZI NUR,1,bank tertolol anj lagi perlu malah ga bisa transfer,2025-09-03 10:36:58
8210e48d-f31f-4b5e-a556-325c979c22f9,agus scuneder,1,"makin kesini makin aneh banget JakOne, sinyal sudah bagus tapi tidak bisa transaksi, sekali transaksi gagal saldo tapi kepotong, perbaiki sistem nya biar banyak pengguna nya yg gak kecewa",2025-09-03 10:03:33
a6e5f28a-1312-4689-9cc1-6c8f02a07d30,rifki mantali,5,"Dengan JakOne, saya dapat melakukan transaksi keuangan kapan saja dan di mana saja, tanpa harus pergi ke bank atau ATM. Ia juga dapat memantau saldo rekeningnya secara real-time dan menerima notifikasi ketika transaksi berhasil.",2025-09-03 09:42:11
e6f8156c-afa8-4ae5-bd93-cf94d47dc7ec,Samuel Aditya,5,"aplikasi nya memiliki fitur yang modern dan bagus secara visual, daftar rekening cepat tidak ribet. memiliki fitur bi fast yang dimana bisa tranfer antar bank secara geratis, aplikasinya sesuai dengan harapan.. the best",2025-09-03 09:32:53
c1fc941c-cadf-4de4-9783-4c1bd89a3a44,Aby yoga m,5,"Transaksi di JakOne Mobile sangat mudah dan praktis, fitur fitur nya juga lengkap 100% aman pokoknya , the best aplikasi JakOne Mobile",2025-09-03 09:27:11
2100bbb4-c4b9-40d1-95ef-8bda68245660,Sigit Akhbar,5,"Tampilan aplikasi JakOne Mobile modern, registrasinya mudah dan aktivasi akunnya lebih cepat berhasil",2025-09-03 09:16:49
e250ebca-654f-419d-95e9-913dab165fff,Nia Kania,5,"Aplikasi mobile bank yang fiturnya lengkap dan mudah dipahami, sangat membantu dalam bertransaksi sehari-hari",2025-09-03 09:11:52
7c14814e-88e6-435b-9bf0-27fad7aa3059,Eve DarNg,5,"aplikasi mudah digunakan, user friendly pokoknya. Bisa untuk berbagai macam transaksi. Dan lagi, aman.",2025-09-03 09:00:48
c625ee53-731e-4d12-a7f0-f94999c33424,alin nabila,5,aplikasinya bagus aplikasi bank dengan fitur yang lengkap terus mudah buat daftar QRIS di JakOne Mobile dan transaksi nya gampang praktis ga ribet,2025-09-03 08:34:54
dbe16007-b502-45ff-8186-8068f090d4ab,Elza Oktavia,5,"transaksi satset, daftar qris juga mudah, smuanya bagus & aman",2025-09-03 04:47:56
11cc7d35-e4c7-4fbc-bb03-6821edd8f452,Ginanjar Dwi Maulana,5,"Untuk membuka rekening online sangat mudah dan cepat, transfer ke dana, ovo, gopay dan lain lain sangat cepat prosesnya, data aman dan nyaman banget. Mantap",2025-09-03 04:28:51
74199161-b283-447c-8e3e-40e41f5ddbe7,Andi Fajri Sri Agustianingsih,5,baru nyoba pake aplikasi ini sih. Buat pemula sih fiturnya cukup mudah dimengerti. Tampilannya oke tapi lebih bagus kalau bisa ngikutin aplikasi perbankan pada umumnya,2025-09-03 04:25:48
2de9904f-5d6d-4e74-84fb-728e41ec1175,Oklinadewi Restiyani,5,aplikasinya bermanfaat mudah juga cara transaksinya,2025-09-03 04:25:36
86db38ed-8af8-4743-9a94-c01748c14f5f,Indra Saputra,2,parah saya login gabisa bisa,2025-09-03 03:36:57
7f66e744-932b-4199-9421-063b1ecce195,Almira Nugroho,1,"parahhh udh berbulan² gak bisa pindahin mbanking'a ke hp lain ,udh ke CS Bank DKI,yg ada apa suruh nunggu 1x24jam tp sampai detik ini gk ada yg menghubungi sy dr bank DKI,konfirmasi atas ketidaknyamanan'a ini malah cuek dah gtu bantu membenarkan malah berani bgt liat² hp sy scrol² hp sy,attitude CS'a gk ada,gk respect jdny maless mu ngurusin lg",2025-09-03 03:29:56
df350710-067a-4a15-bfe5-4d53def9566f,Kinur TV,1,kacau saya top-up dana yang pertama gagal dan yang 2 berhasil. sedangkan yang gagal malah terpotong.. mana tanggungjawab anda! balikin uang saya secepatnya yang transaksi gagal tersebut,2025-09-03 01:54:54
ceea2be1-3318-4d50-8e2a-d9852719508c,Kurni Yati,5,baik,2025-09-02 15:08:41
45262d3c-bf05-4a58-ab33-045170c5983b,Rinaldi Anwar,1,"Beneran ya ini bank super lelet. kendala dari sebelum idul fitri sampai hari ini gak ada progressnya. BI Fast kemana sih, udah berapa bulan gak ada progress. udah ganti nama, masih aja lelet. Perbaiki dong, udah berapa bulan ini gak beres itu masalah, mau sampai berapa tahun, mau berapa ganti gubernur, mau berapa kali ganti nama buat beresin sistem?????",2025-09-02 10:57:14
8bb8f51a-6e07-49cc-900b-45b7e5348ab5,Greta Atkins,5,"Aplikasinya mudah dipake, tampilannya juga modern dan gak jadul kok.",2025-09-02 10:56:27
62d7e698-7c32-44cc-ace6-04a30f1e69c9,Sukistari Kis,1,Aplikasinya lagi error gak bisa dibuka,2025-09-02 10:48:35
a1db81aa-9dea-4f24-a8d3-99147a7dc20a,Perjak Riman,5,"Aplikasi JakOne Mobile sangat bermanfaat untuk kebutuhan transaksi sehari-hari. Fitur-fiturnya lengkap, mulai dari transfer, bayar tagihan, hingga top up e-wallet. Prosesnya cepat, aman, dan praktis. Desain aplikasinya juga sederhana sehingga mudah digunakan. Cocok banget untuk memudahkan urusan keuangan digital.",2025-09-02 08:20:59
2b835dbd-1433-489d-b495-88466a6fb10f,Iqbal Muhammad Septian,5,"Fitur QRIS sangat membantu: Belanja di warung atau toko kecil yang sudah support QRIS jadi lebih mudah. Tinggal scan, konfirmasi, selesai!",2025-09-02 08:12:52
b7171bd4-2748-40c9-a96a-b092d1b8e89c,Allizaa 22,5,"awalnya sih saya cuma mau coba aja aktifasi di aplikasi JakOne, ternyata semudah itu dongg. pendaftaran rekeningnya cepet, bisa untuk bayar berbagai macam transaksi (pulsa, kuota, PLN, dll.) sangat mempermudah saya sih ini. tenang gais aplikasi JakOne aman banget, fiturnya lengkapp. Rekomended untuk didownload!!! 😊",2025-09-02 08:05:54
f251acf6-7c45-4e61-ac46-ee15c2aaf741,Rainy,5,"mobile banking paling bagus yang pernah saya pakai, registrasinya gk ribet dan sangat cepat, serta fitur yang sangat banyak.",2025-09-02 07:44:37
9bbde9da-dffc-42fe-8612-6c5c8f0950f2,City Zen,5,"Design Tampilannya Menarik dan mudah dimengerti, tombol tombolnya juga gampang dicari. worth it sih buat jaman modern sekarang",2025-09-02 04:01:24
6157091b-330b-45cf-ab09-20947ff903c6,Lims Edward,5,"so far sejauh ini aman sih, gaada kendala sama sekali pas gunain fitur-fiturnya",2025-09-02 03:41:43
3c1e3355-4038-427e-b921-8005e0473ceb,Adib Gembol,5,penjelasan aplikasinya sngt detail dan bgus serta cocok untuk pemula smoga sukses trus,2025-09-02 03:31:54
c5fd87f4-8944-4439-ac59-5fb97ac27aaf,pertamanan ciracas,1,"Saya topuo shoppe pay belum masuk masih dalam proses saja, saldo rek sudah kepotong malahan",2025-09-02 03:04:22
9920b509-9744-44f6-9f2c-202cf286f6cd,zainul arifin,5,"Registrasinya gampang , tampilan bagus, fitur lengkap dong , mantap",2025-09-02 00:28:58
35b1e621-fd3f-4017-90d2-3f4960834ad8,Alen,5,"aktivasi akun JakOne cepet dan mudah, tampilannya modern dan fitur lengkap membantu banget buat banyak transaksi.",2025-09-01 22:15:50
a99f99a7-ad5e-439b-b961-01de45d3136f,Cumi Cumi,5,"tampilannya modern,fiturnya lengkap dan mudah untuk transaksi.keren...",2025-09-01 19:01:27
06056264-d375-4ab7-966d-18488fb4bcd6,Saputra,5,registrasi di aplikasi JakOne Mobile gampang banget terus tampilan UI nya juga modern banget,2025-09-01 17:33:35
982d86b5-a2f1-4cc7-a8db-425111b2fdd0,Miftahul Alam,1,"kenapa dengan mobile jackone, ko error gak bisa dibuka ??? per tgl 1 September 2025?? ko pelayanan bank Pemda seperti ini???",2025-09-01 16:53:57
bac410e9-5a6d-4fdf-87cc-bc996c8fc299,Ochi,5,"Pertama kali coba, proses registrasi terasa gampang banget. Hanya butuh beberapa langkah saja akun langsung aktif. Interface aplikasinya menurut saya bersih, responsif, dan gampang dipahami. Fitur-fiturnya juga lengkap, mulai dari cek saldo, bayar tagihan, sampai top up e-wallet. Yang paling saya suka, transfer BI-Fast bisa dilakukan dengan cepat dan biaya lebih hemat. Sangat membantu untuk kebutuhan transaksi harian.",2025-09-01 16:32:00
ae60b865-0625-4ba1-b2ab-ce441082277e,masrin masrin,2,aplikasinya sering error,2025-09-01 15:44:40
d854891d-6bc0-4e7a-8d92-76dce1ef8fb2,cabest354 cabest354,2,"untuk tim maintenance tolong segera di fix, banyak bug, teruma akun yang tiba tiba loh out/sesi habis, internet lambat padahal lancar sinyal saya, mohon segera di fix, biar saya transfer atau pembayaran bisa mudah aksesnya, terimakasih, tolong segera di fix ya 🙏🙏🙏",2025-09-01 15:22:09
a24adb32-3d18-40d4-8645-82909c090254,Dante Axel,1,"Aplikasi banking paling parah menurut saya. Kebanyakan error dibandingkan dengan kegunaannya. Nasabah disaat butuh untuk transaksi via banking, yang ada malah kendala trus. Hallo BANK DKI...ga bisa apa ini bebenah sedikit aja untuk urusan jakone. Masa orang mau transaksi uangnya sendiri aja harus nyari2 mesin ATM sih, sudah tahun 2025 loh ini...!!!",2025-09-01 15:18:03
e668f66e-8c45-4ecd-974c-bf7d59871d89,Proses Pengembalian,5,knp ga bisa masuk,2025-09-01 15:15:29
c08503bf-7db6-4f78-9e4d-3c06f96070aa,Mohamad Sodikin,1,ko eror sie ni aplikasi dari pagi sampai malam kenapa sie.klo mau bayar tagihan klo sering eror kena denda dong gimana sie.admi. jangan sering eror dong perbaiki dengan. baik dong min,2025-09-01 15:11:39
526458fc-cefe-4edc-8080-e33001b21ba9,Ayung Muhammad Al Ghazali,1,ngapa gabisa dibuka dah tulisannya periksa kembali jaringan anda? kocak wifi data gw kenceng begini,2025-09-01 14:59:22
6bce12d1-412d-4dcb-a697-b0652fa898a6,Masgigih Official,1,"Kalo nggak niat bikin aplikasi mending gak usah bikin, lemot banget, kalo malem susah dipakenya.",2025-09-01 14:55:21
272e80b6-77a4-48b7-aad7-5a582facd022,Tia Anastasia,5,aplikasinya bagus banget sih untuk registrasi di aplikasi jak onemobile mudah banget dan ga bikin para pengguna bingung sama fitur fitur yang ada di aplikasi jak one mobile,2025-09-01 14:53:42
daefcceb-4bef-430e-8840-907f41afe28e,Muhammad maulana,1,idiottt. aplikasi ga guna. nge bug terus. pake wifi gk bisa login.,2025-09-01 14:51:43
